Text,Category
ஆறு ஏழை குழந்தைகளை தத்தெடுத்த கடலூர் ஆசிரியை கயல்விழி உண்மை அறிவோம்,Misleading
ஹைட்ராக்ஸி குளோரோகுயின் கேட்டு பாகிஸ்தான் இளைஞர்கள் கொடி பிடித்தார்களா,Misleading
ராஜபக்சே மகன் திருமண விழாவில் கனிமொழி  அதிர்ச்சி தரும் பேஸ்புக் பதிவு,Clickbait
ஈரான் ராணுவ தளபதி சுலைமானியை அமெரிக்கா சுட்டு வீழ்த்திய வீடியோ இதுவா,Clickbait
எனக்கு மானம் இருக்கிறது விலகிவிட்டேன் குஷ்பு  விஷம செய்தி வெளியிட்ட இணையதளம்,Misleading
வாக்குப்பதிவு இயந்திரத்துக்கு மரியாதை செலுத்தும் மோடி புகைப்படம் உண்மையா,Misleading
அண்ணா பல்கலை வெளியிட்ட 89 தரமற்ற கல்லூரிகளின் பட்டியல் உண்மையா,Clickbait
உ.பி வருமான வரித்துறை துணை கமிஷனர் வீட்டில் புதிய ரூபாய் நோட்டுகள் சிக்கியதா,Clickbait
சவுதியில் கண்டுபிடிக்கப்பட்ட இந்து கோவில்  குழப்பும் பேஸ்புக் பதிவு,Misleading
கள்ளக் காதலனைக் கொன்றாரா சீரியல் நடிகை தேவிப்பிரியா,Misleading
நாடார்கள் தமிழர்கள் இல்லை என்று எச் ராஜா கூறினாரா,Clickbait
இஸ்லாமியராக மாறி பெரோஸ் காந்தியை திருமணம் செய்த இந்திரா 77 ஆண்டுகள் கழித்து சர்ச்சையை கிளப்பிய பேஸ்புக் பதிவு,Clickbait
ஜெயலலிதா காலில் விழுந்த நடிகர் விஜய்  பரபரப்பை ஏற்படுத்திய பேஸ்புக் படம்,Misleading
நடிகர் சிவகார்த்திகேயன் மனைவியை விவகாரத்து செய்தாரா தவறான செய்தியால் குழப்பம்,Misleading
நரேந்திர மோடி திறமையற்றவர் என்று சுப்பிரமணியன் சுவாமி சொன்னாரா,Clickbait
சீமான் புத்தகத்தை வாசிக்கும் ஜெகன்மோகன் ரெட்டி பேஸ்புக் வைரல் புகைப்படம்,Clickbait
தமிழக அரசு பேருந்துகளில் இந்தி எழுத்துகள் உண்மை என்ன,Misleading
மோடி அரசின் பண மதிப்பிழப்பு நடவடிக்கை பற்றி விஜய் பேசியது என்ன,Misleading
இந்திய கம்யூனிஸ்ட் கட்சியை பயங்கரவாத குழு என்று அறிவித்ததா அமெரிக்கா,Clickbait
மோடி பதவி ஏற்றதைக் கொண்டாடிய வெளிநாட்டு மக்கள்உண்மை அறிவோம்,Clickbait
கீழடி எல்லாம் ஏமாற்று வேலை என்று பொன்.ராதாகிருஷ்ணன் கூறியதாகப் பரவும் தகவல்,Misleading
சாதி காரணமாக நிர்வாணமாக்கப்பட்ட இஸ்லாமிய காதலர்கள் பேஸ்புக் தகவல் உண்மையா,Misleading
நான் தோற்றால் அதற்கு காரணம் பா.ஜ.க கூட்டணிதான் தம்பிதுரை பேசியது உண்மையா,Clickbait
தனி நாடு கேட்டு போராடிய மலப்புரம் முஸ்லீம்கள் உண்மை என்ன,Clickbait
தங்க நகைகள் அணிந்து நடமாடும் மு.க.ஸ்டாலின் பேரன் வைரல் புகைப்படத்தால் சர்ச்சை,Misleading
நடிகை மஞ்சுளா மரணம் பழைய செய்தியை புதிதுபோல பகிர்ந்த இணையதளம்,Misleading
ஆட்டோ டாக்ஸியில் பயணிக்கும் பெண்கள் பாதுகாப்புக்கு தனி நம்பர்  பரவும் வதந்தி,Clickbait
நம் உயிர் காப்பாற்ற காவல் காக்கும் இந்திய வீரரின் புகைப்படம் இதுவா,Clickbait
Marlboro சிகரெட்டை உற்பத்தி செய்யும் இஸ்ரேல் பகீர் பேஸ்புக் தகவல்,Misleading
நிர்மலா சீதாராமனுக்கு நெருக்கடி கொடுப்பேன் என்று நிதின் கட்கரி சொன்னாரா,Misleading
தொழிலாளர்கள் குடிலில் மின்னணு வாக்குப்பதிவு இயந்திரங்கள் சிக்கியது உண்மையா,Clickbait
சூர்யாவை கிறிஸ்தவர் என்று விமர்சித்த எச்.ராஜா  வைரல் போட்டோ உண்மையா,Clickbait
ரேஷன் கடைகள் ஒழிக்கப்படும் என பாஜக தேர்தல் அறிக்கை உண்மை என்ன,Misleading
கொரோனா வைரஸ் இத்தாலி மக்கள் பணத்தை சாலையில் வீசி சென்றார்களா,Misleading
உமாபாரதி நிற்கும் ஸ்டூலை தாங்கிப்பிடித்தவர் ஒரு ஐ.ஏ.எஸ் அதிகாரியா,Clickbait
விஜய் சேதுபதி மனைவி பற்றி பகிரப்படும் அநாகரீக பதிவு,Misleading
நீதிபதியை கொலை செய்த அமித்ஷா  பகீர் பேஸ்புக் தகவல்,Clickbait
மோடி வருகைக்காக அடைத்து வைக்கப்பட்ட வாரணாசி பட்டியலின மக்கள்,Clickbait
சுர்ஜித் மீட்பு பணிக்கு ரூ.11 கோடி செலவு பேஸ்புக் செய்தி உண்மையா,Misleading
டிரம்ப் வருவதால் தெரு நாய்கள் கொல்லப்பட்டதா அதிர்ச்சி தரும் பேஸ்புக் பதிவு,Humor
கோதுமை மாவு பாக்கெட்டில் பணம் வைத்துக் கொடுத்தாரா அமீர்கான்,Clickbait
கர்நாடகாவில் மசூதிக்குள் மறைக்கப்பட்ட பிரம்மாண்ட கோவில் இதுவா,Clickbait
பிரிட்டிஷ் அரசு வெளியிட்ட நாணயத்தில் ராமர்  பரபரப்பை ஏற்படுத்திய பேஸ்புக் பதிவு,Clickbait
தாவூத் இப்ராஹிமுடன் தி.மு.கவுக்கு தொடர்பு என்று நியூயார்க் டைம்ஸ் சொன்னதா,Clickbait
பாஜக இப்படியே தோற்றுக் கொண்டிருந்தால் நாடே சுடுகாடு ஆகிவிடும் என்று ரஜினி சொன்னாரா,Misleading
பகத் சிங் சகோதரியின் மரண செய்தியை மறைத்த ஊடகங்கள் பேஸ்புக் வதந்தி,Clickbait
விபச்சார வழக்கில் சமூக செயற்பாட்டாளர் சுந்தரவள்ளி கைது செய்யப்பட்டாரா,Clickbait
1300 ஆண்டுகளாக நீரில் மிதக்கும் விஷ்ணு சிலை உண்மை என்ன,Misleading
கலவரத்தின் போது சிறுவனை அடிக்கும் போலீஸ்  இது டெல்லியில் எடுக்கப்பட்ட புகைப்படமா,Clickbait
தனது காதலனின் மேனேஜரையும் விட்டு வைக்காத நயன்தாரா சர்ச்சை கிளப்பும் செய்தி,Clickbait
ஏடிஎம் திருட்டை தடுக்க 2 முறை கேன்சல் பட்டன் அழுத்தும்படி ரிசர்வ் வங்கி சொன்னதா,Misleading
வன்னியர்களை இரும்புக் கரம் கொண்டு ஒடுக்க வேண்டும் என்று மு.க.ஸ்டாலின் ட்வீட் செய்தாரா,Misleading
இலங்கையில் முஸ்லீம் ஹோட்டலில் வைத்திருந்த ஆண்மை இழப்பு மருந்து பறிமுதல் உண்மை என்ன,Clickbait
ஸ்டெர்லைட் நிறுவனத்திடம் பணம்பெற்ற அரசியல் தலைவர்கள் பட்டியல்,Clickbait
பா.ஜ.க ஆதரவாளர்களிடம் மட்டும் ரூ. 40 லட்சம் கோடி கருப்பு பணம் விக்கிலீக்ஸ் வெளியிட்டதாகப் பரவும் வதந்தி,Humor
பொள்ளாச்சி பாலியல் வழக்கை வாபஸ் பெற வேண்டும் என்று எச்.ராஜா ட்வீட் செய்தாரா,Clickbait
சிவப்பு சட்டை அணிந்து மேல்மருவத்தூர் சென்ற ஸ்டாலின் இணைய தள செய்தி உண்மையா,Misleading
ரஷ்ய நாடாளுமன்றத்தில் காமராஜர் புகைப்படம் வைக்கப்பட்டுள்ளதா,Clickbait
அமைச்சர் ஜெயக்குமாரை கேலி செய்த மு.க.ஸ்டாலின் புதிய தலைமுறை பெயரில் பரவும் வதந்தி,Misleading
ரஜினி கமலுடன் மோடி நிற்கும் போலியான புகைப்படம்,Clickbait
நெல்லையில் லஞ்சம் கேட்ட காவலரை தாக்கிய இளைஞர்  பேஸ்புக் புகைப்படம் உண்மையா,Misleading
இந்துக்களை நேபாளத்துக்கு அனுப்ப வேண்டும் என்று எஸ்.ஏ.சந்திரசேகர் சொன்னாரா,Clickbait
காங்கிரஸ் கட்சி வெற்றிபெறும் சிஐஏ கேஜிபி மொசாட் அறிக்கை பிபிசி செய்தி உண்மையா,Misleading
மோடி அரசின் மேக் இன் இந்தியா திட்டத்தில் உருவாக்கப்பட்ட ராணுவ வாகனமா இது,Clickbait
டாக்டர் என்ற பெயரில் காம லீலை செய்த நபர் வீடியோ உண்மையா,Misleading
பலாத்காரம் செய்ய முயன்றவர்களை கொன்ற பெண்ணுக்கு சிறையா பரிதாபத்தை சம்பாதிக்கும் பதிவு,Clickbait
கையை புண்ணாக்கும் மிகக் கொடூர வைரஸ் உண்மை அறிவோம்,Misleading
கிரிக்கெட் தோல்வி குறித்து எச்.ராஜா கருத்து கூறியதாகப் பரவும் ட்வீட்,Clickbait
சிறுமிகளை பலாத்காரம் செய்ய முயன்ற முதியவரின் மர்ம உறுப்பை கடித்த நாய் பேஸ்புக் வதந்தி,Misleading
மோடி ஆட்சியில் ஊழல் இல்லாத நாடுகள் பட்டியலில் 104ல் இருந்து 43வது இடத்திற்கு முன்னேறியது இந்தியா வதந்தியா  உண்மையா,Clickbait
மெயின் ரோட்டாண்டா வாம்மா  அமைச்சர் ஜெயக்குமார் பற்றி மீண்டும் பரவும் வதந்தி,Misleading
ராகுல் காந்தியை கண்ணீர் மல்க வரவேற்ற அமேதி வாக்காளர்கள் வீடியோ உண்மையா,Clickbait
மன்மோகன் சிங்குக்கு எம்.பி சீட் மறுத்த தி.மு.க  பரபரப்பை ஏற்படுத்திய பேஸ்புக் பதிவு,Misleading
பேருந்தில் விஜயகாந்த் படம் வைத்ததா மலேசிய அரசு பேஸ்புக் வதந்தி,Clickbait
கனிமொழி வீடியோ வெளியானதா பேஸ்புக்கில் பரபரப்பை ஏற்படுத்திய பதிவு,Misleading
மத போதகர்களால் கற்பழிக்கப்படும் பெண்கள் போலீசில் புகார் செய்யக்கூடாது போப் ஆண்டவர் சொன்னது என்ன,Clickbait
குடியரசு தினத்தில் இந்திய போர் விமானங்கள் நடுவானில் உருவாக்கிய திரிசூலம் புகைப்படம் இதுவா,Misleading
கேமிரா குழுவுடன் பீச் சுத்தம் செய்வதாக நடித்தாரா பிரதமர் மோடி,Clickbait
‘நாளைய முதல்வர்’ சர்ச்சையில் அமைச்சர் சி.விஜயபாஸ்கர் முழு விவரம் இதோ,Misleading
இந்தியாவுக்கு எச்சரிக்கை விடுத்த சவுதி இளவரசர்,Clickbait
காலை உணவுத் திட்டத்தை தொடங்குகிறதா தமிழக அரசு,Misleading
தமிழக வாக்காளர்களை ‘பிச்சைக்காரர்கள்’ என்று ஓ.பி.எஸ் கூறியது உண்மையா,Clickbait
நாட்டின் தோல்வி என்று ராகுல்காந்திக்கு ஆதரவாக ட்வீட் செய்த ரகுராம் ராஜன்,Misleading
ஒருவர் விபத்தில் இறந்தால் அரசு 10 மடங்கு நஷ்ட ஈடு தர வேண்டும் உண்மை என்ன,Clickbait
ராஜஸ்தானில் ராணுவம் உருவாக்கிய பிரம்மாண்ட மருத்துவமனை படம் பேஸ்புக் வதந்தி,Misleading
மாசா குளிர்பானத்தில் எச்ஐவி கலந்துள்ளது பேஸ்புக்கில் தொடரும் வதந்தி,Clickbait
இயேசுவை பிரார்த்திக்க சொன்னாரா முதல்வர் எடப்பாடி பழனிசாமி பேஸ்புக் வதந்தி,Misleading
ரானு மோண்டல் மேக்அப் புகைப்படம் உண்மையா,Clickbait
36 தொழிலதிபர்கள் இந்தியாவை விட்டு வெளியேறியதற்கு மோடி காரணமா,Misleading
எக்ஸிட்போல் முடிவைக் கண்டு துள்ளிக் குதித்த லண்டன்வாசிகள்  வேகமாக பரவும் வீடியோ,Clickbait
பசுமாட்டிடம் பாலியல் அத்துமீறல் செய்த இஸ்லாமிய இளைஞர் பேஸ்புக் வதந்தி,Misleading
திருச்சி விமான நிலையம் தமிழக அரசுக்குச் சொந்தமானதா உண்மை அறிவோம்,Clickbait
திரவுபதி பட துணை நடிகர் ரிஸ்வான் கைது பற்றி திட்டமிட்டு பகிரப்படும் வதந்தி,Misleading
யோகாவும் வேத மருத்துவமும் கைவிட்டதால் அலோபதி சிகிச்சை பெறும் பாபா ராம்தேவ் பேஸ்புக் பதிவு உண்மையா,Clickbait
சிங்கப்பூரின் புதிய 10 லட்ச டாலர் நோட்டு  பேஸ்புக் படம் உண்மையா,Misleading
போலி 500 ரூபாய் நோட்டுகள் பேஸ்புக் செய்தி உண்மையா,Clickbait
உத்தரப் பிரதேச போலீஸ் முன்னிலையில் அட்டூழியம் செய்யும் சங்கி உண்மை விவரம்,Misleading
தொப்புள் கொடி ரத்தம் குழந்தைக்கு செல்வது தடுக்கப்படுகிறதா,Clickbait
கேரளா பெண்ணை லவ் ஜிகாத் செய்து அடிக்கும் இஸ்லாமியர்,Misleading
சிறுநீரக கற்களை வெளியேற்ற உதவிய கேவா ஸ்டோன் கிரஷ் டானிக் பேஸ்புக் பதிவு உண்மையா,Clickbait
வெள்ளத்தில் மூழ்கிய இந்து அமைப்பு தலைவரின் வீடு  நிவாரண முகாமுக்கு வர மறுத்தாரா,Misleading
இந்திரா காந்தியின் கையைப் பிடித்து சீண்டிய தேசபக்தர்  நேரு அதிர்ச்சி பேஸ்புக் வதந்தி,Clickbait
கொரோனா வைரஸ் பற்றி புரியாத மொழியில் கமல்ஹாசன் ட்வீட் வெளியிட்டாரா,Misleading
பாராசிட்டமால் மாத்திரையில் வைரஸ் கிருமி  பீதி கிளப்பும் பேஸ்புக் பதிவு,Clickbait
அண்ணனின் கண் முன்னே தங்கையை பாலியல் பலாத்காரம் செய்த இஸ்லாமியர்கள்  உண்மை அறிவோம்,Misleading
1954ம் ஆண்டு அமெரிக்காவில் நேருவுக்கு கிடைத்த வரவேற்பு பேஸ்புக் படம் உண்மையா,Clickbait
நடிகர் ரஜினிகாந்த் அகால மரணம் பேஸ்புக் வதந்தியால் திடீர் பரபரப்பு,Misleading
போலீஸ் இன்ஸ்பெக்டர் வேடத்தில் ஆர்.எஸ்.எஸ் நிர்வாகி பேஸ்புக் வைரல் பதிவு,Clickbait
ரூ.15 லட்சம் தருவதாகக் கூறி மக்களை ஏமாற்றி வெற்றி பெற்றாரா மோடி,Misleading
இமான் அண்ணாச்சியின் மனைவி யார் தெரியுமா விபரீத பேஸ்புக் பதிவு,Clickbait
பெண் வேடம் அணிந்து போராட்டத்தில் பங்கேற்கும் ஆண்கள் பேஸ்புக் படம் உண்மையா,Misleading
மேற்கு வங்கத்தில் இஸ்லாமியர்கள் கல் எறிந்ததால் காயம் அடைந்த குழந்தை உண்மை என்ன,Clickbait
26 வயதான மணியம்மையை பெரியார் திருமணம் செய்தார் பேஸ்புக் கலாட்டா,Misleading
﻿மோடி புகைப்படத்தை சட்டை பாக்கெட்டில் வைத்தாரா எடப்பாடி பழனிசாமி,Clickbait
இம்போர்டட் வீல்சேர் இலவசமாக வழங்கப்படுகிறதா  வதந்தியால் விபரீதம்,Misleading
இஸ்ரோவில் இட ஒதுக்கீடு கிடையாது விஷமத்தனமான பேஸ்புக் செய்தி,Clickbait
இந்தியா கொடுத்த ரூ.3000 கோடியில் சீனா கட்டிய பாலம் பேஸ்புக் பதிவு உண்மையா,Misleading
சீமானை நினைத்து வெட்கப்படுகிறேன்  அற்புதம்மாள் பெயரில் பரவும் நியூஸ் கார்டு,Clickbait
மாட்டுக்கறியை விட மலம் சுவையானது என்று அர்ஜூன் சம்பத் சொன்னாரா,Misleading
ஒய்.எஸ்.ஆர்.ஜெகன்மோகன் ரெட்டி கண்ணீர் விட்டதாகக் கூறும் செய்தியால் சர்ச்சை,Clickbait
உத்தரப் பிரதேசத்தில் பாஜகவினர் சூரிய மின் தகடுகளை அடித்து நொறுக்கினார்களா,Misleading
இந்திய கிரிக்கெட் அணியின் ‘அவே’ஜெர்ஸி எது  குழப்பும் பேஸ்புக் பதிவு,Clickbait
திமுகவில் இணைந்த ஞானசேகரனின் புகைப்படம் பேஸ்புக் தகவலால் குழப்பம்,Misleading
ஜாமியா மிலியா பல்கலைக் கழகத்தில் கைப்பற்றப்பட்ட ஆயுதங்கள் பேஸ்புக் வதந்தி,Clickbait
சோனியா காந்தி காலில் விழுந்தாரா மன்மோகன் சிங்,Misleading
உலக வர்த்தக மைய தாக்குதலில் பின்லேடனுக்கு தொடர்பு இல்லை சிஐஏ மன்னிப்பு கோரியதா,Clickbait
பாகிஸ்தானில் 21 இந்து குடும்பத்தினர் தீயிட்டு எரிக்கப்பட்டனரா முழு விவரம் இதோ,Misleading
மாலத்தீவு முன்னாள் அதிபர் மடியில் சோனியா அமர்ந்திருக்கும் படம் உண்மையா,Clickbait
அன்புமணி ராமதாஸ் மீது 12 குற்ற வழக்குகள் உள்ளதாகக் கூறப்படுவது உண்மையா,Misleading
பிரான்மலையில் முருகன் கோயிலை இடித்து விட்டு மசூதி கட்டப்பட்டதா,Clickbait
மாஸ்டர் படம் வெளிவருவதைத் தடுக்கவே ஊரடங்கு என்று எஸ்.ஏ.சந்திரசேகர் கூறினாரா,Misleading
திருமுருகன் காந்தி பற்றி பாகிஸ்தான் பிரதமர் பேசியது உண்மையா,Clickbait
தமிழை தேசிய மொழியாக அறிவித்த ஆஸ்திரேலியா  பேஸ்புக் வதந்தி,Misleading
திரௌபதி பட இயக்குனர் மோகன் பற்றி ஏசியாநெட் தமிழ் வெளியிட்ட செய்தி உண்மையா,Clickbait
ஆரணி சிறுவன் ஜீவசமாதி அடைந்தது உண்மையா அதிர்ச்சி லைவ் வீடியோ,Misleading
மோடி கோவணம் கட்டியதால் அதிமுக வெற்றி எச்.ராஜா பெயரில் விஷமம்,Clickbait
கடலுக்கு அடியில் இருக்கும் துவாரகா பேஸ்புக் புகைப்படங்கள் உண்மையா,Misleading
உத்தரப்பிரதேசத்தில் கடத்தப்பட்ட வாக்குப் பதிவு இயந்திரங்களை மக்கள் கைப்பற்றியது உண்மையா,Clickbait
போராட்டக்காரர்களிடமிருந்து தப்பிய அஸ்ஸாம் முதல்வர்  படம் உண்மையா,Misleading
தமிழக ஆளுநரை எச்சரித்த மு.க.ஸ்டாலின் உண்மை அறிவோம்,Clickbait
கொரோனா வைரஸ்க்கு அந்த காலத்திலேயே மருந்து இருந்ததா,Misleading
மதுரை ரயில் நிலைய முகப்பு கோபுர வடிவத்தை அகற்றச் சொன்னாரா வெங்கடேசன்,Clickbait
ஆறு மாணவிகளின் தலையை வெட்ட உத்தரவிட்ட சவுதி அரசு தினமணியின் வதந்தி,Misleading
ஜார்க்கண்ட் முதல்வர் பதவியேற்பு விழாவிற்கு சொந்த விமானத்தில் சென்றாரா மு.க.ஸ்டாலின்,Clickbait
அன்புமணி ராமதாஸ் பற்றி பரவும் வதந்தி,Misleading
தாயிடம் பால் குடிக்கும் பாம்புக் குட்டிகள் பேஸ்புக்கில் விஷமத்தனம்,Clickbait
எச்.ராஜா ஒரு மன நோயாளி என்று அவரது மாப்பிள்ளை சொன்னாரா,Misleading
உத்தரப்பிரதேசத்தில் கடையில் இருந்து 300 வாக்குப்பதிவு இயந்திரங்கள் கைப்பற்றப்பட்டதா,Clickbait
ராகுல் காந்தி கொலம்பிய நாட்டு பெண்ணை திருமணம் செய்துள்ளார் பேஸ்புக்கில் பரவும் வதந்தி,Misleading
அமெரிக்க விஞ்ஞானிகள் கொரோனா வைரஸ்க்கு தடுப்பூசி கண்டுபிடித்ததாக பரவும் வதந்தி,Clickbait
தமிழக கோவில்களில் உள்ள அசிங்கமான சிலைகளை அகற்ற வேண்டும் என்று கனிமொழி கூறினாரா,Misleading
மின்னணு வாக்குப்பதிவு முறைகேட்டில் பாஜக ஈடுபட்டது நிரூபணம் அதிர்ச்சி பேஸ்புக் பதிவு உண்மையா,Clickbait
விடுதலைப் புலிகளின் தலைவர் பிரபாகரன் இல்லையாம் குதர்க்கமான பேஸ்புக் பதிவு,Misleading
இலங்கைத் தமிழர்களுக்கு இரட்டை குடியுரிமை வழங்க பரிசீலனை என்று அமித்ஷா அறிவித்தாரா,Clickbait
மோடியை கலாய்த்த எச்.ராஜா  பேஸ்புக் பதிவின் உண்மை அறிவோம்,Misleading
பாகிஸ்தான் பிரதமரின் ஆசி பெற்ற வேட்பாளர் மோடி பேஸ்புக் செய்தியின் உண்மை என்ன,Clickbait
தி.மு.கவில் இருந்து துரைமுருகன் நீக்கம் பரபரப்பை ஏற்படுத்திய பேஸ்புக் பதிவு,Misleading
எர்ணாகுளத்தில் நடிகர் மம்மூட்டி கட்டிய புதிய வீட்டின் வீடியோவா இது,Clickbait
வங்கிகளுக்கு 7 நாள் விடுமுறையா,Misleading
சுப வீரபாண்டியன் பற்றி பகிரப்படும் தவறான புகைப்படம்,Clickbait
எச்.ராஜாவை விமர்சித்த அன்புமணி ராமதாஸ் பேஸ்புக்கில் பரவும் வதந்தி,Misleading
இந்து கோயிலை இடிப்போம் என்றாரா ஸ்டாலின் மீண்டும் பரவும் வதந்தி…,Clickbait
ஏழைகளுக்கு வெறும் 10 ரூபாயில் சிகிச்சை பார்க்கும் டாக்டர் ரூபிணி பேஸ்புக் பதிவு உண்மையா,Misleading
சாலையில் வரிசையாக சரிந்து கிடக்கும் லாரிகள்  ஆம்பன் புயல் காரணமா,Clickbait
இத்தாலியில் அனைத்து மத மக்களும் இணைந்து தொழுகை நடத்தினார்களா,Misleading
கிறிஸ்தவர்கள் போல நேர்மையான மக்களை பார்த்ததில்லை மு.க.ஸ்டாலின் பெயரில் வதந்தி,Clickbait
சுற்றுலா வந்த ஐந்து வயது சிறுமி எங்களிடம் உள்ளார்  பேஸ்புக் பதிவு உண்மையா,Misleading
100 ஆண்டுகளுக்கு ஒருமுறை உலகில் தொற்று நோய் ஏற்படுகிறதா,Clickbait
படேல் சிலைக்கு பல கோடி ரூபாயில் ரெயின் கோட் அணிவிக்க மோடி அரசு திட்டமா,Misleading
இந்தியாவுக்கு இயேசு தேவை என்ற டிஷர்ட்டை அறிமுகம் செய்த டிரம்ப் பேஸ்புக் வதந்தி,Clickbait
தற்காலிக டெண்டில் வசிக்கும் குடியரசு முன்னாள் தலைவர் பக்ருதீன் அலி குடும்பம் இதுவா,Misleading
பசி தாங்காமல் தற்கொலை செய்து கொண்ட குடும்பம்  பேஸ்புக் பதிவு உண்மையா,Clickbait
பொள்ளாச்சியில் மாணவியை மிரட்டி ஆபாச படம் எடுத்த நாம் தமிழர் கட்சியினர்  பேஸ்புக்கில் பரவும் பகீர் செய்தி,Misleading
காவிரி விவகாரம் ராகுல் காந்தி பற்றி பரவும் வதந்தி,Clickbait
மோடியை உலகின் முட்டாள் பிரதமர் என்று கூகுள் அறிவித்ததா,Misleading
இந்துவாக மதம் மாறிய இயேசு  கனிமொழி பேட்டி உண்மையா,Clickbait
பெண்ணுடன் நடனமாடிய மகாத்மா காந்தி புகைப்படம்… உண்மையா,Misleading
எம்ஜிஆர் ஒரு முஸ்லீம்  அவரது உண்மை பெயர் முகமது காஸ் ரஹ்மத்துல்லா பேஸ்புக் சர்ச்சை,Clickbait
இலங்கை குண்டுவெடிப்பில் 7 பவுத்த தீவிரவாதிகள் கைது உண்மை அறிவோம்,Misleading
ஜெய் ஶ்ரீராம் சொல்லச் சொல்லி இஸ்லாமிய முதியவர் மீது தாக்குதல் விஷமத்தை விதைக்கும் பேஸ்புக் பதிவு,Clickbait
முதல்வர் அறிமுகம் செய்த கார் வெடித்து சிதறியது பரபரப்பை ஏற்படுத்திய ‘சமயம் தமிழ்’,Misleading
தமிழ் மொழிக்கு தனிச்சிறப்புகள் இல்லை என்று முரளிதர் ராவ் கூறினாரா,Clickbait
மலையாள நடிகர் ஜெயராம் சபரிமலை ஐயப்பன் கோயிலுக்கு தங்கக் கதவை அளித்தாரா,Misleading
கபினி அணையில் இருந்து தண்ணீர் திறக்கப்பட்ட வீடியோ உண்மையா,Clickbait
மிக அரிதான மரபியல் குறைபாட்டுடன் பிறந்த குழந்தை பற்றி சமூக ஊடகங்களில் பரவும் வதந்தி,Misleading
ஐந்து நட்சத்திர ஓட்டலில் சர்வர் வேலை செய்யும் ஒபாமா வைரல் வீடியோ உண்மையா,Clickbait
சீமானை விமர்சித்த ரஜினிகாந்த்  பரபரப்பை ஏற்படுத்தும் நியூஸ் கார்டு,Misleading
இந்தோனேஷியாவில் 7500 ஆண்டுகள் பழமையான இந்து கோவில் கண்டுபிடிப்பு,Clickbait
யூ டியூப் சேனல்கள் PRESS MEDIA என்று சொல்லக்கூடாது மத்திய அரசு உத்தரவு உண்மையா,Misleading
கோவிலில் ஆண்கள் சட்டையில்லாமல் இருப்பதை பார்க்கும்போது…  வழக்கறிஞர் அருள்மொழி கூறியதாக பரவும் வதந்தி,Clickbait
சந்திரயான் 2 முதன் முதலாக அனுப்பிய பூமியின் புகைப்படங்கள் உண்மை அறிவோம்,Misleading
ரசீது இல்லா தங்கத்துக்கு அதிகபட்ச அபராதம் விதிக்க திட்டமா,Clickbait
பாஜக வெற்றி பெற்ற விரக்தியில் புலம்பிய மம்தா பானர்ஜி வைரல் வீடியோவால் குழப்பம்,Misleading
இரட்டை இலைக்கு ஓட்டுப் போட வேண்டாம் ஜெயலலிதா பற்றி பரவும் போட்டோஷாப் பதிவு,Clickbait
லஞ்சம் வாங்கிய அதிகாரியை தண்டித்த வட கொரிய அதிபர் பேஸ்புக் வீடியோ உண்மையா,Misleading
கோவையில் பொதுமக்களுக்கு இலவச குடிநீர் வழங்கும் இந்து தமிழர் கட்சி போலி புகைப்படங்களால் சர்ச்சை,Clickbait
இந்து மதம் அறிவியல் பூர்வமானது என்று அன்னிபெசன்ட் சொன்னாரா,Misleading
முதல்வர் எடப்பாடி பழனிசாமியை ஏப்ரல் பூல் செய்த விஜய் பேஸ்புக் விஷமம்,Clickbait
ஆஸ்திரேலியாவில் படுத்த படுக்கையாகக் கிடக்கும் ஜக்கி வாசுதேவ்  அதிர்ச்சி பேஸ்புக் பதிவு,Misleading
பாஜக ஆட்சிக்காலத்தில் 1250 ராணுவ வீரர்கள் மரணம் உண்மை என்ன,Clickbait
அடமானத்தில் இருக்கும் நகைகளை மீட்டுத் தருகிறார் தருமபுரி எம்.பி பேஸ்புக் தகவல் உண்மையா,Misleading
பெண்ணின் மானத்தோடு விளையாடும் இந்திய ராணுவம் பேஸ்புக் பகீர் படம்,Clickbait
இந்து மதத்திற்கு பாதுகாப்பான கட்சி என்றால் பா.ஜ.க என்று அஜித் கூறினாரா,Misleading
லலிதா ஜூவல்லரி நகைக் கொள்ளை குற்றவாளி எச்.ராஜாவுடன் நிற்கும் புகைப்படம் உண்மையா,Clickbait
மாணவிகளை அடித்த ஏ.பி.வி.பி நபருடன் ரஜினி  பேஸ்புக்கில் பரபரப்பு,Misleading
உயர் சாதியினருக்கு ரூ.20 லட்சம் வந்தாலும் அவர்கள் ஏழைகள்தான்  தமிழிசை பெயரில் பரவும் நியூஸ் கார்டு,Clickbait
﻿7000 ஆண்டுகளாக நந்தி வாயில் இருந்து வழியும் நீர் பேஸ்புக் செய்தியால் சர்ச்சை,Misleading
சீமானுக்கு சொந்தமான போலி மதுபான ஆலை  பேஸ்புக் பகீர் தகவல்,Clickbait
மேட்டுப்பாளையம் சுவர் விவகாரம் முத்தரசன் பற்றி புதிய தலைமுறை வெளியிட்ட செய்தி என்ன,Misleading
சீன அதிபர் ஜீ ஜின்பிங் மாஸ்க் அணியாமல் மருத்துவமனை சென்றாரா,Clickbait
பொறியியல் கல்லூரிகளுக்குத் தடை விதித்த அண்ணா பல்கலைக்கழகம் ஒன் இந்தியா செய்தியால் குழப்பம்,Misleading
